position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year,place_gid,statefp,lat,lon
qb,"Salt Lake City, Utah",Cottonwood Senior,78,215,4.8,4,5.8,11,Alabama,Cooper Bateman,2013,20203,49,-112.040719143495,40.7357272781706
dt,"Dallas, Texas",Skyline,78,283,,4,5.9,11,Oklahoma,Kerrick Huggins,2013,6370,48,-96.6263099411432,32.6596989759773
te,"Tampa, Florida",Jesuit,78,231,,3,5.7,11,Cincinnati,Travis Johnson,2013,8009,12,-82.5075145457026,27.9791829593977
lb,"Lee's Summit, Missouri",Lee's Summit West,78,228,4.6,4,5.8,11,Kansas State,Nick Ramirez,2013,16515,29,-94.342651645337,38.9753291378654
ol,"Rockingham, North Carolina",Richmond County,78,315,,4,5.8,11,Clemson,Tyrone Crowder,2013,24577,37,-79.7798889926911,34.9299238502959
rb,"Akron, Ohio",Copley,65,180,,3,5.7,11,Northern Illinois,Aregeros Turner,2013,25157,39,-81.4924196020939,41.0294369596656
ol,"Parker, Colorado",Ponderosa,78,297,,4,5.9,11,Michigan,Chris Fox,2013,10082,08,-104.772053679089,39.5022568077374
de,"Celina, Texas",Celina,78,262,5.2,4,5.9,11,Texas,Jake Raulerson,2013,6903,48,-96.7633926025484,33.345036639654
k,"Southlake, Texas",Carroll,65,180,,3,5.5,11,Houston,Ty Cummings,2013,6601,48,-97.1828417564616,32.9493671198545
db,"Chandler, Arizona",Hamilton,78,165,,4,5.9,11,Notre Dame,Cole Luke,2013,29368,04,-111.816612796827,33.2919794198652
lb,"Richmond, Virginia",Woodberry Forest School,78,237,4.7,4,5.9,11,Notre Dame,Doug Randolph,2013,27944,51,-77.4949810292796,37.4782300702547
ol,"Ponte Vedra, Florida",Nease,78,270,,3,5.6,12,North Carolina,Lucas Crowley,2013,8112,12,-81.6075404879712,30.5160343999655
dt,"Waco, Texas",Waco,78,305,5.0,4,5.8,12,Baylor,Andrew Billings,2013,6578,48,-97.1427750823253,31.5607560183138
rb,"St. Louis, Missouri",John Burroughs School,78,198,4.4,4,6.0,12,Ohio State,Ezekiel Elliott,2013,16702,29,-90.2419159866862,38.6232814653973
wr,"Clairton, Pennsylvania",Clairton,78,168,,4,5.9,12,Pittsburgh,Tyler Boyd,2013,26097,42,-79.8915626935126,40.3113076658511
qb,"Wayne, New Jersey",Wayne Hills,78,196,,4,5.8,12,Miami (FL),Kevin Olsen,2013,22998,34,-74.1621166819049,40.9145719603136
db,"Sugar Land, Texas",Dulles,78,180,4.5,4,5.9,12,Alabama,Maurice Smith,2013,6867,48,-95.5907418577234,29.5936028008401
de,"Upland, California",Upland,78,254,4.7,4,5.8,12,Washington,Joe Mathis,2013,612,06,-117.662722597997,34.1098231987559
te,"Modesto, California",Central Catholic,78,235,4.8,3,5.7,12,Oregon,John Mundt,2013,386,06,-121.008247837728,37.5987797469971
de,"Tarboro, North Carolina",Tarboro,78,225,4.8,4,5.8,12,Ohio State,Tyquan Lewis,2013,24762,37,-77.5555398068189,35.8799482371938
ol,"Orange, California",Lutheran,78,315,6.0,4,5.8,12,UCLA,John Lopez,2013,632,06,-117.847084997258,33.7841442306839
rb,"Atlanta, Texas",Atlanta,65,185,,3,5.6,12,Oklahoma State,Corion Webster,2013,6974,48,-94.1363138166942,33.1290427682818
qb,"Kent, Ohio",Theodore Kent Roosevelt,78,200,4.5,4,5.8,12,Pittsburgh,Tra'von Chapman,2013,25320,39,-81.3694799157296,41.130158151225
ath,"St. Peters, Missouri",Fort Zumwalt South,78,210,4.4,4,5.8,12,Missouri,Chase Abbington,2013,17086,29,-90.654194719754,38.7948837338387
ol,"Owensboro, Kentucky",Apollo,78,288,5.1,4,5.8,12,Notre Dame,Hunter Bivin,2013,14535,21,-87.1611379935998,37.7231027805709
lb,"Cincinnati, Ohio",Moeller,78,220,,4,5.8,12,Michigan State,Shane Jones,2013,18785,39,-84.5858654715109,39.1195203226915
k,"St. Petersburg, Florida",St. Petersburg,78,190,,2,5.4,12,UCLA,Sean Covington,2013,7797,12,-82.6958455531235,27.7104165543341
db,"Alliance, Ohio",Marlington,78,192,4.5,4,5.9,12,Michigan,Dymonte Thomas,2013,25540,39,-81.1519462271497,40.8909014821133
qb,"Raleigh, North Carolina",Wakefield,78,210,4.8,4,5.8,13,South Carolina,Connor Mitch,2013,24661,37,-78.7121360133329,35.7543940417612
qb,"Whitewright, Texas",Whitewright,78,229,4.8,4,5.8,13,Texas,Tyrone Swoopes,2013,6323,48,-96.394362407843,33.5122507219805
ol,"Miami, Florida",Booker T. Washington,78,333,5.6,4,5.8,13,Arkansas,Denver Kirkland,2013,7974,12,-80.2312374224353,25.8101764626739
dt,"Youngstown, Ohio",Austintown Fitch,78,280,,4,5.8,13,Ohio State,Billy Price,2013,25287,39,-80.6038201201989,41.1142186216971
rb,"Plantation, Florida",South Plantation,65,207,,4,5.9,13,Arkansas,Alex Collins,2013,7880,12,-80.2877957392731,26.1492008107413
de,"Memphis, Tennessee",White Station,78,280,,4,5.8,13,Tennessee,Jason Carr,2013,5981,47,-90.1191017163539,35.0184052058851
db,"Mesquite, Texas",West Mesquite,78,200,,4,5.9,13,Texas A&M,Kameron Miles,2013,6406,48,-96.6302642256916,32.8363447786308
db,"Fresno, California",Central East,65,175,,4,5.8,13,UCLA,Johnny Johnson,2013,420,06,-119.906810388411,36.838079234134
ath,"Cedar Hill, Texas",Cedar Hill,65,148,4.6,4,5.8,13,Texas A&M,Laquvionte Gonzalez,2013,6375,48,-96.9837052746739,32.5511684835014
wr,"Oakland Park, Florida",Northeast,78,175,,4,5.9,13,Miami (FL),Stacy Coley,2013,7876,12,-80.1767613701084,26.1741235122871
de,"Brookfield, Wisconsin",Central,78,231,5.0,4,5.8,13,Wisconsin,Chikwe Obasih,2013,20517,55,-88.1271668303668,43.1038354924707
lb,"Rancho Cucamonga, California",Rancho Cucamonga,78,225,,4,5.8,13,Arizona State,Viliami Latu,2013,607,06,-117.62877622667,34.1535308107252
ol,"Weimar, Texas",Weimar,78,320,,3,5.6,13,Houston,Ja'Braylin Thomas,2013,6395,48,-96.7707683126,29.6931877345931
ol,"Lindale, Georgia",Pepperell,78,320,,4,5.8,13,LSU,Andy Dodd,2013,4373,13,-85.1698558737817,34.187826263514
te,"Navarre, Florida",Navarre,78,220,4.7,3,5.7,13,Clemson,Jordan Leggett,2013,4265,12,-86.8316916998727,30.4096936372709
rb,"Dallas, Georgia",East Paulding,65,192,4.4,3,5.6,13,Middle Tennessee State,Kamani Thomas,2013,4311,13,-84.8352504974409,33.9242336731012
rb,"Cocoa, Florida",Cocoa,65,195,4.5,4,5.9,14,Notre Dame,Tarean Folston,2013,8041,12,-80.7585614505536,28.3730331552622
lb,"Snellville, Georgia",South Gwinnett,78,224,,4,5.8,14,Georgia,Reginald Carter,2013,8686,13,-84.0088645170969,33.8325243836423
db,"Jacksonville, Florida",Trinity Christian,78,183,4.5,4,5.8,14,Florida,Nick Washington,2013,8112,12,-81.5525253872059,30.3070827889106
ol,"Bellflower, California",St. John Bosco,78,267,5.0,4,5.8,14,USC,Nico Falah,2013,506,06,-118.135747882715,33.9045624475621
k,"Orlando, Florida",Boone,78,200,4.6,2,5.4,14,Florida,Johnny Townsend,2013,7774,12,-81.4382202021133,28.5996580054267
dt,"Indianapolis, Indiana",North Central,78,291,5.3,4,5.8,14,Indiana,Darius Latham,2013,12179,18,-86.3235740421731,39.6341483429236
de,"Somerville, New Jersey",Immaculata,78,241,,4,5.8,14,LSU,Tashawn Bower,2013,22776,34,-74.6129474297658,40.5765262849816
lb,"Lincoln, Nebraska",Lincoln Southwest,78,220,4.7,4,5.8,14,Nebraska,Josh Banderas,2013,17691,31,-96.7460701220861,40.8766624978233
qb,"Kingsland, Georgia",Camden County,78,205,,4,5.8,14,Georgia,Brice Ramsey,2013,9017,13,-81.6766946155691,30.7640675159033
de,"Dade City, Florida",Pasco,78,270,,4,5.8,14,Florida,Joey Ivie,2013,8081,12,-82.180697102782,28.3625982743217
db,"Richmond, Virginia",Varina,78,190,4.5,4,5.8,14,Virginia,Tim Harris,2013,27944,51,-77.5096441286292,37.5779230600799
ol,"St. George, Utah",Pine View,78,300,,4,5.8,14,Arizona,Logan Stott,2013,2497,49,-113.524905794593,37.0394205532556
dt,"Tustin, California",Tustin,78,315,,3,5.6,14,Arizona,David Maka,2013,640,06,-117.807104856049,33.7338133785147
qb,"Rancho Santa Margarita, California",Santa Margarita Catholic,78,220,,3,5.7,14,Nebraska,Johnny Stanton,2013,634,06,-117.611847266217,33.6113083847725
rb,"New Orleans, Louisiana",G W Carver,65,175,4.4,3,5.6,14,Mississippi,Eugene Brazley,2013,4639,22,-89.7988354532313,30.0915589090171
ath,"Fort Myers, Florida",South Fort Myers,78,195,4.6,4,5.8,14,Clemson,Jayron Kearse,2013,8073,12,-81.8579767229437,26.6276914851066
te,"New Orleans, Louisiana",Edna Karr,78,235,4.6,3,5.7,14,Miami (FL),Standish Dobard,2013,4639,22,-90.116704717807,30.020080994609
ol,"Pomfret, Maryland",McDonough,78,278,,4,5.8,15,South Carolina,Na'Ty Rodgers,2013,22356,24,-77.0184035041172,38.5641807840307
rb,"New Hope, Alabama",New Hope,65,190,,4,5.8,15,Auburn,Johnathan Ford,2013,3510,01,-86.3939412656574,34.5497052923635
qb,"Egg Harbor City, New Jersey",Cedar Creek,78,205,,3,5.7,15,Arkansas,Damon Mitchell,2013,22815,34,-74.6092172691749,39.5493421225015
ath,"Mobile, Alabama",McGill Toolen,78,187,4.5,4,5.8,15,Auburn,Jason Smith,2013,3074,01,-88.1164383589851,30.6822469879558
ol,"Batesville, Mississippi",South Panola,78,305,,4,5.8,15,Auburn,Deon Mix,2013,4993,28,-89.9441029914321,34.3043916118519
db,"Miami, Florida",Northwestern,78,183,4.5,4,5.8,15,Miami (FL),Artie Burns,2013,7974,12,-80.2322836921203,25.7550607926836
lb,"Bellevue, Washington",Bellevue,78,218,,4,5.8,15,Washington,Sean Constantine,2013,2614,53,-122.145623196838,47.6576884366234
dt,"Foley, Alabama",Foley,78,314,,4,5.8,15,Alabama,Darius Paige,2013,3247,01,-87.6320760248427,30.4197219253621
te,"Belton, Texas",Belton,78,230,4.8,3,5.7,15,Notre Dame,Durham Smythe,2013,6158,48,-97.4641479888565,31.0811216342802
wr,"Cleveland Heights, Ohio",Cleveland Heights,78,175,4.4,4,5.9,15,West Virginia,Shelton Gibson,2013,25729,39,-81.5851769197464,41.5062943479935
ol,"St. Louis, Missouri",University,78,275,,3,5.5,15,Missouri,Alec Abeln,2013,16702,29,-90.2463631017757,38.6357014333471
de,"Lancaster, Texas",Lancaster,78,240,,4,5.8,15,Texas A&M,Daeshon Hall,2013,6405,48,-96.7866160685865,32.5996148754078
lb,"Daytona Beach, Florida",Mainland,78,190,4.8,4,5.8,15,USC,Quinton Powell,2013,7983,12,-81.1802229154144,29.2102179259298
qb,"Houston, Texas",St. Pius X,78,185,,4,5.8,15,Texas A&M,Kohl Stewart,2013,6453,48,-95.5641740693529,29.7452469465462
rb,"Cape Coral, Florida",Island Coast,65,153,4.4,3,5.6,15,Arizona,T.J. Johnson,2013,8072,12,-82.0112022161097,26.6233181862599
de,"Brooklyn, New York",Thomas Jefferson,78,227,4.9,4,5.8,15,Clemson,Ebenezer Ogundeko,2013,23635,36,-73.9703058760157,40.6806614933494
k,"Pace, Florida",Pace,78,270,,2,5.4,15,Minnesota,Ryan Santoso,2013,4274,12,-87.1202298164444,30.609805719142
de,"Mesquite, Texas",West Mesquite,78,250,,3,5.7,16,Nebraska,Dimarya Mixon,2013,6406,48,-96.6153265236748,32.7550324512011
lb,"Dublin, Georgia",West Laurens,78,225,,4,5.8,16,Georgia,Johnny O'Neal,2013,8978,13,-82.9524924969078,32.5158151270534
wr,"Jacksonville, Florida",Bishop Kenny,78,189,,4,5.9,16,Florida,Ahmad Fulwood,2013,8112,12,-81.5070293492913,30.1360098712361
dt,"Hope Mills, North Carolina",South View,78,275,,4,5.8,16,LSU,Greg Gilmore,2013,24735,37,-78.9763202165271,34.967786317901
qb,"Erie, Pennsylvania",Cathedral Prep School,78,210,,4,5.8,16,Michigan State,Damion Terry,2013,26922,42,-80.1038041223275,42.1084293946182
db,"Fresno, California",Central East,78,190,4.6,4,5.8,16,Oklahoma,Hatari Byrd,2013,420,06,-119.716424331954,36.7085087299731
qb,"Baltimore, Maryland",Gilman School,78,205,4.7,3,5.7,16,Maryland,Shane Cockerille,2013,21915,24,-76.6715079874067,39.3255578419737
ath,"Emporia, Kansas",Emporia,65,180,4.5,4,5.8,16,Oklahoma State,Jerel Morrow,2013,13675,20,-96.2268739041431,38.4210456650815
lb,"Bellevue, Washington",Bellevue,78,215,4.5,4,5.8,16,UCLA,Myles Jack,2013,2614,53,-122.103529254719,47.5603631456004
te,"Patterson, Louisiana",Patterson,78,220,,3,5.7,16,Houston,Deondre Skinner,2013,4423,22,-91.3100385702217,29.6909963924906
de,"Conway Springs, Kansas",Conway Springs,78,247,4.7,4,5.8,16,Kansas State,Tanner Wood,2013,14167,20,-97.6388706117282,37.3953755023542
rb,"Giddings, Texas",Giddings,65,202,4.5,3,5.6,16,Houston,Joseph Glenn,2013,6294,48,-96.9147198959281,30.1787352970854
ol,"Mansfield, Texas",Mansfield,78,295,,3,5.5,16,Duke,Austin Davis,2013,6606,48,-97.1366570768027,32.603016944539
ol,"West Des Moines, Iowa",Valley,78,250,,4,5.8,16,Iowa State,Jake Campos,2013,12644,19,-93.7524178049781,41.558216525707
rb,"Elberton, Georgia",Elbert County,78,200,,4,5.8,16,Clemson,Tyshon Dye,2013,8975,13,-82.8544867241216,34.1033577716902
ol,"Vian, Oklahoma",Vian,78,285,5.2,4,5.8,16,Tulsa,Rob Boyd,2013,5740,40,-94.9661145420053,35.4982629113945
db,"Fresno, California",Central East,78,170,,4,5.8,17,Oklahoma,L.J. Moore,2013,420,06,-119.739822541387,36.7678551938019
wr,"Dallas, Texas",Jesuit,78,194,4.6,4,5.9,17,Texas,Jake Oliver,2013,6370,48,-96.7306896359346,32.8003852106102
rb,"Glassboro, New Jersey",Glassboro,65,205,,4,5.8,17,Wisconsin,Corey Clement,2013,22970,34,-75.1028221431949,39.686954785565
ath,"Fairburn, Georgia",Our Lady Of Mercy,65,165,4.5,4,5.8,17,Indiana,Rashard Fant,2013,8658,13,-84.5739131671217,33.5606379345491
ol,"Los Alamitos, California",Los Alamitos,78,302,5.7,4,5.8,17,UCLA,Alex Redmond,2013,629,06,-118.048991521536,33.79414319115
lb,"Miramar, Florida",Miramar,78,196,4.6,4,5.8,17,Miami (FL),Jermaine Grace,2013,7874,12,-80.2491487315489,25.9780201590084
dt,"Delray Beach, Florida",Atlantic,78,306,,4,5.8,17,Florida State,Keith Bryant,2013,7827,12,-80.111300287159,26.454354690283
ol,"Dallas, Texas",Bishop Dunne,78,275,5.0,4,5.8,17,Texas A&M,Ishmael Wilson,2013,6370,48,-96.7168717088844,32.8119352187975
db,"Belle Glade, Florida",Glades Central,65,172,4.6,4,5.8,17,Maryland,Will Likely,2013,7822,12,-80.6672134756231,26.6885577918408
te,"Fort Worth, Texas",All Saints Episcopal,78,225,4.6,3,5.7,17,TCU,Charlie Reid,2013,6595,48,-97.3917160327918,32.9985066332227
de,"Trotwood, Ohio",Trotwood-Madison,78,275,,3,5.7,17,Illinois,Jarrod Clements,2013,18974,39,-84.3319019448843,39.8137669394706
rb,"Houston, Texas",Nimitz,65,180,,3,5.6,17,Utah,Dre'Vian Young,2013,6453,48,-95.1463149144518,29.606546463353
de,"Winnfield, Louisiana",Winnfield Senior,78,230,,3,5.7,17,LSU,Michael Patterson,2013,4461,22,-92.6374468396674,31.9094597918251
lb,"Hudson, Ohio",Hudson,78,215,,4,5.8,17,Michigan,Ben Gedeon,2013,25164,39,-81.4824871776242,41.211344498535
qb,"Toledo, Ohio",St. John's,78,185,4.7,4,5.8,17,Eastern Michigan,Brogan Roback,2013,19044,39,-83.5360882083198,41.7179927016176
qb,"Pasadena, California",Pasadena,78,185,,3,5.7,17,Utah,Brandon Cox,2013,558,06,-118.140390840966,34.1629404058723
ol,"Katy, Texas",Seven Lakes,78,321,5.2,4,5.8,18,UCLA,Caleb Benenoch,2013,6587,48,-95.8066547362017,29.7768637483777
lb,"Missouri City, Texas",Fort Bend Marshall,78,225,4.6,4,5.8,18,UCLA,Deon Hollins Jr.,2013,6873,48,-95.5428458849129,29.5939653084734
qb,"Phoenix, Arizona",Brophy Prep,78,190,,4,5.8,18,Washington State,Tyler Bruggman,2013,29370,04,-111.979281883149,33.2961976228235
ol,"Corona, California",Centennial,78,267,5.4,4,5.8,18,Oregon,Cameron Hunt,2013,478,06,-117.639322846603,33.8621613226784
db,"Youngstown, Ohio",Cardinal Mooney,78,195,,4,5.8,18,Kentucky,Marcus McWilson,2013,25287,39,-80.5808238685383,41.100184429042
de,"Brookfield, Wisconsin",Brookfield East,78,220,,3,5.7,18,Wisconsin,Alec James,2013,20517,55,-88.1788540616254,43.0569530471422
dt,"Bradenton, Florida",Manatee,78,310,,4,5.8,18,South Florida,Derrick Calloway,2013,7816,12,-82.5339820294015,27.502517136453
rb,"Katy, Texas",Katy,78,210,4.5,4,5.8,18,Nebraska,Adam Taylor,2013,6587,48,-95.8248951996674,29.7890369776423
de,"Lincoln, Nebraska",Lincoln Southwest,78,270,4.8,3,5.7,18,LSU,Christian Lacouture,2013,17691,31,-96.6741990847119,40.8170399605133
rb,"Immokalee, Florida",Immokalee,65,175,,3,5.6,18,West Virginia,Jacky Marcellus,2013,8256,12,-81.4580623476935,26.4307752374378
lb,"Baltimore, Maryland",Gilman School,78,215,,3,5.7,18,Virginia,Micah Kiser,2013,21915,24,-76.5767428823521,39.2329798974423
qb,"Temple, Texas",Temple,78,185,4.5,3,5.7,18,TCU,Zach Allen,2013,6176,48,-97.3032862575005,31.0738389466631
db,"Destrehan, Louisiana",Destrehan,78,180,,4,5.8,18,LSU,Rickey Jefferson,2013,4688,22,-90.382271905756,29.9567781468893
ath,"Novi, Michigan",Detroit Catholic Central,78,245,4.7,4,5.8,18,Michigan,Wyatt Shallman,2013,14906,26,-83.5510605422778,42.4532884619054
te,"Columbus, Ohio",Bishop Hartley,78,240,,3,5.7,18,Notre Dame,Jacob Matuska,2013,25201,39,-82.99893735383,40.1221560197848
wr,"San Diego, California",Horizon,78,187,,4,5.8,18,Oregon,Darren Carrington,2013,327,06,-117.204491184043,32.9188652980833
te,"Thomson, Georgia",Thomson,78,225,,3,5.7,19,Georgia,Jordan Davis,2013,8629,13,-82.5002613598438,33.451015406942
de,"Sicklerville, New Jersey",Timber Creek,78,230,,3,5.7,19,North Carolina,Dajaun Drennon,2013,23221,34,-74.9999442351976,39.6879551253539
ol,"Dillon, South Carolina",Dillon,78,335,,4,5.8,19,South Carolina,D.J. Park,2013,9225,45,-79.3666127684993,34.4376374389529
de,"Orange Park, Florida",First Coast,78,285,,3,5.7,19,Louisville,De'Asian Richardson,2013,8117,12,-81.6975942670085,30.1801526720163
lb,"Fort Lauderdale, Florida",University School,78,210,,4,5.8,19,South Carolina,Skai Moore,2013,7864,12,-80.1592845664578,26.1147731868854
db,"Toledo, Ohio",Central Catholic,78,183,4.5,4,5.8,19,Ohio State,Jayme Thompson,2013,19044,39,-83.645990574717,41.6392023079713
rb,"Orlando, Florida",Boone,78,205,,4,5.8,19,Georgia,A.J. Turman,2013,7774,12,-81.322761381715,28.4219440148877
lb,"Port Allen, Louisiana",Port Allen,78,225,4.7,3,5.7,19,Texas A&M,Darian Claiborne,2013,4463,22,-91.2093874063515,30.4585156705671
dt,"Houston, Texas",Westfield,78,280,,4,5.8,19,Texas A&M,Hardreck Walker,2013,6453,48,-95.5064377193246,29.8528193002202
qb,"Jackson, Mississippi",Jackson Prep,78,210,4.7,4,5.8,19,Mississippi,Ryan Buchanan,2013,4885,28,-90.256334078687,32.2083021012943
db,"New Orleans, Louisiana",Edna Karr,65,170,4.5,4,5.8,19,Texas A&M,Noel Ellis,2013,4639,22,-89.8286824036437,30.0744446023802
ol,"Los Angeles, California",Loyola,78,280,,3,5.5,19,Washington,Coleman Shelton,2013,546,06,-118.543465816859,34.2055626785613
wr,"Philadelphia, Pennsylvania",Roman Catholic,78,168,,4,5.8,19,Notre Dame,William Fuller,2013,26900,42,-75.1685041203099,39.9128631425325
qb,"Kansas City, Missouri",Staley,78,215,4.6,3,5.7,19,Missouri,Trent Hosick,2013,16514,29,-94.4561160756596,38.9363289957781
rb,"Frederick, Maryland",Thomas Johnson,65,180,,3,5.5,19,Penn State,Richy Anderson,2013,21978,24,-77.4283614635881,39.4262227718273
ath,"Goose Creek, South Carolina",Goose Creek,78,190,4.4,4,5.8,19,Georgia,Tramel Terry,2013,9345,45,-80.0177825497339,33.0239899618493
dt,"Sicklerville, New Jersey",Timber Creek,78,290,,4,5.8,20,North Carolina,Greg Webb,2013,23221,34,-74.9709456462116,39.6836226535006
lb,"North Potomac, Maryland",Quince Orchard,78,210,4.6,4,5.8,20,Nebraska,Marcus Newby,2013,22175,24,-77.2341113037774,39.0968895945007
lb,"Virginia Beach, Virginia",Salem,78,210,4.7,3,5.7,20,Virginia Tech,Andrew Motuapuaka,2013,28035,51,-76.1030312444771,36.5573897619031
wr,"Westlake Village, California",Oaks Christian,78,195,,4,5.8,20,Stanford,Francis Owusu,2013,584,06,-118.843953587363,34.1163750798506
db,"Indianapolis, Indiana",Ben Davis,65,205,,4,5.8,20,Indiana,Antonio Allen,2013,12179,18,-86.205003076843,39.7057613002023
de,"Orlando, Florida",Jones,78,225,4.9,3,5.7,20,South Carolina,Devin Washington,2013,7774,12,-81.3369789535693,28.5304423702552
qb,"Alpharetta, Georgia",Alpharetta,78,190,,3,5.7,20,Tennessee,Joshua Dobbs,2013,8656,13,-84.2110307518537,34.0756789386025
db,"Los Angeles, California",Salesian,78,185,,4,5.8,20,Washington,Jermaine Kelly,2013,546,06,-118.368753846995,34.1926321350777
te,"Pittsburgh, Pennsylvania",Seton La Salle,78,245,,3,5.7,20,Pittsburgh,Scott Orndoff,2013,26136,42,-79.9253477859682,40.383597954562
ol,"Cleveland, Tennessee",Bradley Central,78,300,,4,5.8,20,Tennessee,Austin Sanders,2013,6005,47,-84.8628905140017,35.1807523982221
ol,"East Point, Georgia",Tri Cities,78,335,5.7,3,5.7,20,South Florida,Jeremi Hall,2013,8657,13,-84.5097210686446,33.639150738992
de,"Miami, Florida",Miami Norland,78,245,,3,5.7,20,Illinois,Paul James,2013,7974,12,-80.2854426794945,25.7676443830853
rb,"Cordova, Tennessee",St. Benedict,78,210,4.4,4,5.8,20,Mississippi,Jordan Wilkins,2013,5981,47,-90.1175525752307,34.9999632278627
ol,"Fort Myers, Florida",Fort Myers,78,270,,3,5.5,20,UCF,Tate Hernly,2013,8073,12,-81.8408975904583,26.6261225616668
qb,"Monessen, Pennsylvania",Monessen,78,190,4.4,3,5.6,20,West Virginia,Chavas Rawlins,2013,26500,42,-79.893163106952,40.1573830457336
db,"Marietta, Georgia",Kell,78,188,4.6,4,5.8,21,Georgia,Brendan Langley,2013,29419,13,-84.5508141908233,33.9415081704641
lb,"Daphne, Alabama",Bayside Academy,78,228,,3,5.7,21,South Carolina,Jonathan Walton,2013,3244,01,-87.8940847983767,30.6487807200378
de,"Newtown, Pennsylvania",Council Rock North,78,225,,3,5.7,21,Penn State,Curtis Cothran,2013,26051,42,-74.9317978656557,40.2330739997556
rb,"Philadelphia, Pennsylvania",Imhotep Inst Charter School,78,192,4.4,4,5.8,21,South Carolina,David Williams,2013,26900,42,-75.2261139711219,39.9043085118161
ol,"West Linn, Oregon",West Linn,78,285,,4,5.8,21,Oregon,Evan Voeller,2013,2156,41,-122.612921001591,45.3596501783705
lb,"Bartow, Florida",Bartow,78,220,4.5,4,5.8,21,Florida State,Freddie Stevenson,2013,8048,12,-81.7855547428363,27.9134004126262
qb,"Prosper, Texas",Prosper,78,195,,3,5.7,21,Texas Tech,Davis Webb,2013,6932,48,-96.7829816584507,33.2505026110867
dt,"Denham Springs, Louisiana",Denham Springs,78,275,,4,5.8,21,TCU,Tevin Lawson,2013,4478,22,-90.9795598378019,30.459786235209
wr,"Fort Lauderdale, Florida",University School,78,175,,4,5.8,21,Vanderbilt,Jordan Cunningham,2013,7864,12,-80.1406026951222,26.0843340353291
qb,"Mentor, Ohio",Mentor,78,195,4.7,3,5.6,21,North Carolina,Mitch Trubisky,2013,25431,39,-81.3753926851152,41.6517664492122
ol,"Fort Myers, Florida",South Fort Myers,78,320,,3,5.7,21,Western Kentucky,Joe Fennell,2013,8073,12,-81.7760226132388,26.5776599027113
db,"Miami, Florida",Southridge,78,175,,4,5.8,21,Miami (FL),Jamal Carter,2013,7974,12,-80.1819825837094,25.8197058282586
